Line Number	Position	Line	Error	Message
100289	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
100676	4	"SET CellLine = ""beta TC3 cell"""	IllegalAnnotationValueWarning	"""beta TC3 cell"" is not defined in the CellLine annotation"
100691	4	"SET CellLine = ""beta TC3 cell"""	IllegalAnnotationValueWarning	"""beta TC3 cell"" is not defined in the CellLine annotation"
100841	0	p(EGID:10597) directlyDecreases (tscript(p(HGNC:PITX1)) directlyIncreases r(HGNC:LHB))	InvalidFunctionSemantic	Protein EGID:10597 should be encoded as one of: RNA, Gene, miRNA
101298	48	"a(CHEBI:""trichostatin A"") decreases cat(complex(SCOMP:""histone deacetylase complex""))"	MissingNamespaceNameWarning	"""histone deacetylase complex"" is not in the SCOMP namespace"
102088	39	"kin(p(SFAM:""AKT Family"")) increases bp(GOBP:""invasive growth"")"	MissingNamespaceNameWarning	"""invasive growth"" is not in the GOBP namespace"
102376	29	gtp(p(MGI:Hras)) decreases p(EGID:636687)	MissingNamespaceNameWarning	"""636687"" is not in the EGID namespace"
102686	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
103746	10	tscript(p(MGI:Tcfap2a)) directlyIncreases r(MGI:Bco1)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
103826	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
104505	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
104565	6	cat(p(HGNC:MYST3)) increases tscript(p(HGNC:RUNX1))	MissingNamespaceNameWarning	"""MYST3"" is not in the HGNC namespace"
104692	61	"complex(a(CHEBI:""insulin (human)""),p(RGD:Ide)) decreases pep(p(SCOMP:""Proteasome Complex""))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
105043	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
105046	35	bp(GOBP:angiogenesis) decreases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
105054	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
105108	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
105129	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
105502	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases (p(MGI:Gpi1) decreases p(MGI:Cdkn1b))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
105606	24	bp(GOBP:aging) increases p(EGID:84832)	InvalidFunctionSemantic	Protein EGID:84832 should be encoded as one of: RNA, Gene, miRNA
105766	4	"SET MeSHAnatomy = ""breast stroma"""	IllegalAnnotationValueWarning	"""breast stroma"" is not defined in the MeSHAnatomy annotation"
106369	48	"tscript(complex(SCOMP:""Nfkb Complex"")) increases p(EGID:11039)"	InvalidFunctionSemantic	Protein EGID:11039 should be encoded as one of: RNA, Gene, miRNA
108297	34	"tscript(p(MGI:""Nkx2-1"")) decreases r(EGID:21580)"	InvalidFunctionSemantic	RNA EGID:21580 should be encoded as one of: Gene
108854	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
108892	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
108911	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
109222	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
109337	4	"SET Disease = ""Carcinoma of breast"""	IllegalAnnotationValueWarning	"""Carcinoma of breast"" is not defined in the Disease annotation"
109420	37	a(CHEBI:lipopolysaccharide) increases p(EGID:85391)	InvalidFunctionSemantic	Protein EGID:85391 should be encoded as one of: RNA, Gene, miRNA
109424	22	p(HGNC:CSF2) increases p(EGID:85391)	InvalidFunctionSemantic	Protein EGID:85391 should be encoded as one of: RNA, Gene, miRNA
110791	48	"a(CHEBI:""reactive oxygen species"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
110793	46	"bp(GOBP:""inflammatory response"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
111096	42	"a(CHEBI:lipopolysaccharide) increases pep(p(SCOMP:""Proteasome Complex""))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
111793	71	"path(SDIS:""Chronic Obstructive Pulmonary Disease"") positiveCorrelation (p(HGNC:TNF) increases p(HGNC:IL6))"	BELSyntaxError	"General Parser Failure on line 111793 at pos 71: path(SDIS:""Chronic Obstructive Pulmonary Disease"") positiveCorrelation (p(HGNC:TNF) increases p(HGNC:IL6))"
112255	41	"bp(MESHPP:""Menstrual Cycle"") decreases r(MGI:Spata26)"	MissingNamespaceNameWarning	"""Spata26"" is not in the MGI namespace"
112303	38	"bp(MESHPP:""Menstrual Cycle"") decreases p(EGID:100503799)"	InvalidFunctionSemantic	Protein EGID:100503799 should be encoded as one of: RNA, Gene, miRNA
112504	4	"SET CellStructure = ""growth cone"""	IllegalAnnotationValueWarning	"""growth cone"" is not defined in the CellStructure annotation"
112809	51	"p(HGNC:HSPB1) increases (p(HGNC:TNF) increases pep(p(SCOMP:""Proteasome Complex"")))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
112810	26	"p(HGNC:TNF) increases pep(p(SCOMP:""Proteasome Complex""))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
112863	16	complex(complex(a(CHEBI:estradiol),p(HGNC:ESR1)),g(HGNC:MDM2))	NakedNameWarning	"""a"" should be qualified with a valid namespace"
113465	4	"SET CellLine = ""SH-SY5Y cell line"""	IllegalAnnotationValueWarning	"""SH-SY5Y cell line"" is not defined in the CellLine annotation"
113798	4	"SET Cell = ""embryonic kidney cell"""	IllegalAnnotationValueWarning	"""embryonic kidney cell"" is not defined in the Cell annotation"
114096	30	a(CHEBI:cholesterol) increases r(EGID:17062)	InvalidFunctionSemantic	RNA EGID:17062 should be encoded as one of: Gene
114762	31	"p(HGNC:CSF2) increases complex(SCOMP:""Cell Surface Expression of MHC class II complex"")"	MissingNamespaceNameWarning	"""Cell Surface Expression of MHC class II complex"" is not in the SCOMP namespace"
114899	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
116048	34	"p(HGNC:PPARA) negativeCorrelation (p(SFAM:""IL1 Family"") increases p(HGNC:IL6))"	BELSyntaxError	"General Parser Failure on line 116048 at pos 34: p(HGNC:PPARA) negativeCorrelation (p(SFAM:""IL1 Family"") increases p(HGNC:IL6))"
116108	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
118227	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
118274	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
118801	69	"a(SCHEM:""NS 398"") decreases (composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone))"	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118803	72	a(CHEBI:indometacin) decreases (composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone))	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118807	40	composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone)	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118810	40	composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone)	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
118811	70	cat(p(HGNC:PTGS2)) increases (composite(a(CHEBI:lipopolysaccharide),p(HGNCIFNG)) increases a(SCHEM:Dinoprostone))	NakedNameWarning	"""HGNCIFNG"" should be qualified with a valid namespace"
121116	26	"p(MGI:Atp1a2) association (a(CHEBI:ouabain) increases bp(GOBP:""muscle contraction""))"	BELSyntaxError	"General Parser Failure on line 121116 at pos 26: p(MGI:Atp1a2) association (a(CHEBI:ouabain) increases bp(GOBP:""muscle contraction""))"
121311	4	"SET Cell = ""kupffer cell"""	IllegalAnnotationValueWarning	"""kupffer cell"" is not defined in the Cell annotation"
121340	4	"SET Cell = ""kupffer cell"""	IllegalAnnotationValueWarning	"""kupffer cell"" is not defined in the Cell annotation"
121532	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
121548	4	"SET CellStructure = ""mitochondrial membrane"""	IllegalAnnotationValueWarning	"""mitochondrial membrane"" is not defined in the CellStructure annotation"
122332	4	SET CellStructure = intracellular	IllegalAnnotationValueWarning	"""intracellular"" is not defined in the CellStructure annotation"
124624	41	"path(SDIS:""viral infection"") increases r(MGI:Hnrnpdl1)"	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
125280	4	"SET CellLine = ""Hepa1 cell"""	IllegalAnnotationValueWarning	"""Hepa1 cell"" is not defined in the CellLine annotation"
126806	30	cat(p(MGI:Hrh2)) decreases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
127143	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
127263	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
127488	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
127712	39	"path(SDIS:""tissue damage"") increases p(SFAM:""sec(Platelet Derived Growth Factor Complex family)"")"	MissingNamespaceNameWarning	"""sec(Platelet Derived Growth Factor Complex family)"" is not in the SFAM namespace"
128110	4	"SET CellLine = ""Carcinoma of leukemia"""	IllegalAnnotationValueWarning	"""Carcinoma of leukemia"" is not defined in the CellLine annotation"
128755	34	"path(SDIS:""food intake"") decreases p(EGID:380687)"	InvalidFunctionSemantic	Protein EGID:380687 should be encoded as one of: RNA, Gene, miRNA
129075	4	"SET CellLine = ""HPL1D cell"""	IllegalAnnotationValueWarning	"""HPL1D cell"" is not defined in the CellLine annotation"
129109	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
129122	57	"a(SCHEM:""Suberoylanilide hydroxamic acid"") decreases pep(p(SCOMP:""Proteasome Complex""))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
129437	39	tscript(p(MGI:Satb2)) directlyIncreases r(EGID:16019)	InvalidFunctionSemantic	RNA EGID:16019 should be encoded as one of: Gene
130153	36	"kin(p(MGI:Prkca)) increases complex(SCOMP:""Itga6:Itgb4:Laminin-5 Complex"")"	MissingNamespaceNameWarning	"""Itga6:Itgb4:Laminin-5 Complex"" is not in the SCOMP namespace"
130163	36	"kin(p(MGI:Prkcd)) increases complex(SCOMP:""Itga6:Itgb4:Laminin-5 Complex"")"	MissingNamespaceNameWarning	"""Itga6:Itgb4:Laminin-5 Complex"" is not in the SCOMP namespace"
130282	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
130321	24	composite(p(HGNC:TNF),p(HGNCIL1B)) decreases (p(HGNC:TNFSF10) increases p(HGNC:MAPK3,pmod(P,T,202)))	NakedNameWarning	"""HGNCIL1B"" should be qualified with a valid namespace"
130602	40	"path(SDIS:""tissue damage"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
130898	2	p(MGI:Kal1) increases r(MGI:Bax)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130899	2	p(MGI:Kal1) increases r(MGI:Bax)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130900	2	p(MGI:Kal1) increases r(MGI:Casp3)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130901	2	p(MGI:Kal1) increases r(MGI:Casp3)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130902	2	p(MGI:Kal1) increases r(MGI:Casp6)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130903	2	p(MGI:Kal1) increases r(MGI:Casp6)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130904	2	p(MGI:Kal1) increases r(MGI:Casp9)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130905	2	p(MGI:Kal1) increases r(MGI:Casp9)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130906	2	p(MGI:Kal1) increases r(MGI:Cidea)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130907	2	p(MGI:Kal1) increases r(MGI:Cidea)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130908	2	p(MGI:Kal1) increases r(MGI:Tnfsf13b)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
130909	2	p(MGI:Kal1) increases r(MGI:Tnfsf13b)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
131565	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
132299	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
132313	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
132336	4	"SET CellStructure = ""mitochondrial inner membrane"""	IllegalAnnotationValueWarning	"""mitochondrial inner membrane"" is not defined in the CellStructure annotation"
132344	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
132365	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
133100	46	"bp(GOBP:""response to starvation"") increases r(MGI:Rad51B)"	MissingNamespaceNameWarning	"""Rad51B"" is not in the MGI namespace"
135141	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
135879	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
137610	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
138288	34	"path(SDIS:""food intake"") decreases r(EGID:16730)"	InvalidFunctionSemantic	RNA EGID:16730 should be encoded as one of: Gene
138520	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
139104	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
140537	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
140877	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140895	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140903	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140911	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140919	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140927	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
143702	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
143937	48	"a(SCHEM:""Adenosine triphosphate"") decreases cat(p(MGI:""Nutf2-ps1""))"	InvalidFunctionSemantic	Protein MGI:Nutf2-ps1 should be encoded as one of: RNA, Gene, miRNA
146611	4	SET CellStructure = axon	IllegalAnnotationValueWarning	"""axon"" is not defined in the CellStructure annotation"
146691	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
147816	44	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(HGNC:NCF1C,pmod(P,S,359))"	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: RNA, Gene, miRNA
147817	44	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(HGNC:NCF1C,pmod(P,S,370))"	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: RNA, Gene, miRNA
147818	36	kin(p(HGNC:PRKCA)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,359))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: RNA, Gene, miRNA
148307	44	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(HGNC:NCF1C,pmod(P,S,320))"	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: RNA, Gene, miRNA
148308	36	kin(p(HGNC:PRKCA)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,303))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: RNA, Gene, miRNA
148312	37	kin(p(HGNC:MAPK14)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,345))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: RNA, Gene, miRNA
148386	36	kin(p(HGNC:PRKCA)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,315))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: RNA, Gene, miRNA
148761	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
149013	3	"bp(GOBP:""age-dependent telomere shortening"") increases bp(GOBP:""replicative cell aging"")"	MissingNamespaceNameWarning	"""age-dependent telomere shortening"" is not in the GOBP namespace"
149076	3	"bp(GOBP:""age-dependent telomere shortening"") increases p(MGI:Cdkn1a)"	MissingNamespaceNameWarning	"""age-dependent telomere shortening"" is not in the GOBP namespace"
149710	57	"p(HGNC:SLC25A4) increases complex(p(HGNC:NFKBIA),complex(""NFKB complex""))"	NakedNameWarning	"""NFKB complex"" should be qualified with a valid namespace"
149712	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
149714	57	"p(HGNC:SLC25A4) increases complex(p(HGNC:NFKBIA),complex(""NFKB complex""))"	NakedNameWarning	"""NFKB complex"" should be qualified with a valid namespace"
151197	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
151439	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
151766	32	a(CHEBI:cisplatin) increases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
152151	33	"a(CHEBI:paclitaxel) increases bp(GOBP:""mitotic catastrophe"")"	MissingNamespaceNameWarning	"""mitotic catastrophe"" is not in the GOBP namespace"
152192	46	"bp(GOBP:""inflammatory response"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
152351	4	"SET Cell = {""Alveolar type II cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Alveolar type II cell"" is not defined in the Cell annotation"
152375	4	"SET Cell = {""Alveolar type II cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Alveolar type II cell"" is not defined in the Cell annotation"
152399	4	"SET Cell = {""Alveolar type II cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Alveolar type II cell"" is not defined in the Cell annotation"
153450	37	"path(SDIS:""food intake"") increases r(MGI:Mrsb1)"	MissingNamespaceNameWarning	"""Mrsb1"" is not in the MGI namespace"
156099	4	"SET Anatomy = {""vascular smooth muscle"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""vascular smooth muscle"" is not defined in the Anatomy annotation"
156183	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
156907	30	a(CHEBI:simvastatin) increases r(EGID:15127)	InvalidFunctionSemantic	RNA EGID:15127 should be encoded as one of: Gene
157016	4	"SET Cell = ""fetal lung type II cell"""	IllegalAnnotationValueWarning	"""fetal lung type II cell"" is not defined in the Cell annotation"
157688	48	"tscript(complex(SCOMP:""Nfkb Complex"")) decreases r(EGID:17062)"	InvalidFunctionSemantic	RNA EGID:17062 should be encoded as one of: Gene
157739	48	"tscript(complex(SCOMP:""Nfkb Complex"")) increases r(EGID:83772)"	InvalidFunctionSemantic	RNA EGID:83772 should be encoded as one of: Gene
157807	8	"complex(SCOMP:""dynein complex"") increases (a(SCHEM:Sorbitol) increases kin(p(HGNC:MAP2K6)))"	MissingNamespaceNameWarning	"""dynein complex"" is not in the SCOMP namespace"
157808	8	"complex(SCOMP:""dynein complex"") increases (a(SCHEM:Sorbitol) increases kin(p(HGNC:MAP2K6)))"	MissingNamespaceNameWarning	"""dynein complex"" is not in the SCOMP namespace"
158062	4	"SET CellLine = ""Hepa1 cell"""	IllegalAnnotationValueWarning	"""Hepa1 cell"" is not defined in the CellLine annotation"
158182	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
158469	4	"SET Cell = ""hepatoblastoma cell"""	IllegalAnnotationValueWarning	"""hepatoblastoma cell"" is not defined in the Cell annotation"
158940	21	p(MGI:Cln5) decreases r(EGID:243453)	InvalidFunctionSemantic	RNA EGID:243453 should be encoded as one of: Gene
158941	21	p(MGI:Cln5) decreases r(EGID:15127)	InvalidFunctionSemantic	RNA EGID:15127 should be encoded as one of: Gene
159732	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
159924	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Pitx2)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
161780	28	a(SCHEM:Stanolone) decreases p(EGID:629957)	InvalidFunctionSemantic	Protein EGID:629957 should be encoded as one of: RNA, Gene, miRNA
161837	28	a(SCHEM:Stanolone) increases r(EGID:16114)	InvalidFunctionSemantic	RNA EGID:16114 should be encoded as one of: Gene
161838	28	a(SCHEM:Stanolone) increases r(EGID:384422)	InvalidFunctionSemantic	RNA EGID:384422 should be encoded as one of: Gene
161839	28	a(SCHEM:Stanolone) increases r(EGID:384422)	InvalidFunctionSemantic	RNA EGID:384422 should be encoded as one of: Gene
161890	28	a(SCHEM:Stanolone) increases p(EGID:633082)	InvalidFunctionSemantic	Protein EGID:633082 should be encoded as one of: RNA, Gene, miRNA
161891	28	a(SCHEM:Stanolone) increases p(EGID:633082)	InvalidFunctionSemantic	Protein EGID:633082 should be encoded as one of: RNA, Gene, miRNA
162669	48	"a(CHEBI:""reactive oxygen species"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
162690	48	"a(CHEBI:""reactive oxygen species"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
162870	37	"p(EGID:16847) negativeCorrelation bp(GOBP:""electron transport"")"	MissingNamespaceNameWarning	"""electron transport"" is not in the GOBP namespace"
163199	4	"SET Cell = ""Cancer cell"""	IllegalAnnotationValueWarning	"""Cancer cell"" is not defined in the Cell annotation"
163395	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
165120	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
165203	46	"path(SDIS:""bacterial infection"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
165438	4	"SET Cell = ""Lung neutrophil"""	IllegalAnnotationValueWarning	"""Lung neutrophil"" is not defined in the Cell annotation"
165768	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
165779	4	"SET Cell = ""endometrial endothelial cell"""	IllegalAnnotationValueWarning	"""endometrial endothelial cell"" is not defined in the Cell annotation"
166379	4	"SET CellStructure = ""lipid raft"""	IllegalAnnotationValueWarning	"""lipid raft"" is not defined in the CellStructure annotation"
166449	2	p(HGNC:GRLF1,pmod(P,Y)) increases tscript(p(HGNC:GTF2I))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
166744	28	a(CHEBI:estradiol) increases r(HGNC:CYP2A)	InvalidFunctionSemantic	RNA HGNC:CYP2A should be encoded as one of: Gene
168950	29	"m(HGNC:""MIR1-1"") decreases r(EGID:647088)"	MissingNamespaceNameWarning	"""647088"" is not in the EGID namespace"
169465	4	"SET CellLine = ""MM.1S cell"""	IllegalAnnotationValueWarning	"""MM.1S cell"" is not defined in the CellLine annotation"
169499	4	"SET CellLine = ""HuH-7 cell"""	IllegalAnnotationValueWarning	"""HuH-7 cell"" is not defined in the CellLine annotation"
170617	40	"bp(GOBP:""response to hypoxia"") increases r(EGID:17276)"	InvalidFunctionSemantic	RNA EGID:17276 should be encoded as one of: Gene
170811	4	"SET CellLine = ""PC-CL3 cell"""	IllegalAnnotationValueWarning	"""PC-CL3 cell"" is not defined in the CellLine annotation"
171152	32	"kin(p(HGNC:ROCK1)) increases bp(GOBP:""invasive growth"")"	MissingNamespaceNameWarning	"""invasive growth"" is not in the GOBP namespace"
172068	4	"SET Disease = ""carcinoma Of pancreas"""	IllegalAnnotationValueWarning	"""carcinoma Of pancreas"" is not defined in the Disease annotation"
173249	4	SET CellStructure = dendrite	IllegalAnnotationValueWarning	"""dendrite"" is not defined in the CellStructure annotation"
173260	4	SET CellStructure = dendrite	IllegalAnnotationValueWarning	"""dendrite"" is not defined in the CellStructure annotation"
173795	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
177746	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
177756	4	"SET Cell = {""lymphocyte"",""b-cell""}"	IllegalAnnotationValueWarning	"""b-cell"" is not defined in the Cell annotation"
178362	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:St3gal5)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
