Line Number	Position	Line	Error	Message
140912	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140920	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
140928	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
143703	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
143938	48	"a(SCHEM:""Adenosine triphosphate"") decreases cat(p(MGI:""Nutf2-ps1""))"	InvalidFunctionSemantic	Protein MGI:Nutf2-ps1 should be encoded as one of: Gene, RNA, miRNA
146612	4	SET CellStructure = axon	IllegalAnnotationValueWarning	"""axon"" is not defined in the CellStructure annotation"
146692	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
147817	44	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(HGNC:NCF1C,pmod(P,S,359))"	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: Gene, RNA, miRNA
147818	44	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(HGNC:NCF1C,pmod(P,S,370))"	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: Gene, RNA, miRNA
147819	36	kin(p(HGNC:PRKCA)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,359))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: Gene, RNA, miRNA
148308	44	"kin(p(SFAM:""PRKA Family"")) directlyIncreases p(HGNC:NCF1C,pmod(P,S,320))"	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: Gene, RNA, miRNA
148309	36	kin(p(HGNC:PRKCA)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,303))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: Gene, RNA, miRNA
148313	37	kin(p(HGNC:MAPK14)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,345))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: Gene, RNA, miRNA
148387	36	kin(p(HGNC:PRKCA)) directlyIncreases p(HGNC:NCF1C,pmod(P,S,315))	InvalidFunctionSemantic	Protein HGNC:NCF1C should be encoded as one of: Gene, RNA, miRNA
148762	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
149014	3	"bp(GOBP:""age-dependent telomere shortening"") increases bp(GOBP:""replicative cell aging"")"	MissingNamespaceNameWarning	"""age-dependent telomere shortening"" is not in the GOBP namespace"
149077	3	"bp(GOBP:""age-dependent telomere shortening"") increases p(MGI:Cdkn1a)"	MissingNamespaceNameWarning	"""age-dependent telomere shortening"" is not in the GOBP namespace"
149711	57	"p(HGNC:SLC25A4) increases complex(p(HGNC:NFKBIA),complex(""NFKB complex""))"	NakedNameWarning	"""NFKB complex"" should be qualified with a valid namespace"
149713	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
149715	57	"p(HGNC:SLC25A4) increases complex(p(HGNC:NFKBIA),complex(""NFKB complex""))"	NakedNameWarning	"""NFKB complex"" should be qualified with a valid namespace"
151198	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
151440	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
151767	32	a(CHEBI:cisplatin) increases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
152152	33	"a(CHEBI:paclitaxel) increases bp(GOBP:""mitotic catastrophe"")"	MissingNamespaceNameWarning	"""mitotic catastrophe"" is not in the GOBP namespace"
152193	46	"bp(GOBP:""inflammatory response"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
152352	4	"SET Cell = {""Alveolar type II cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Alveolar type II cell"" is not defined in the Cell annotation"
152376	4	"SET Cell = {""Alveolar type II cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Alveolar type II cell"" is not defined in the Cell annotation"
152400	4	"SET Cell = {""Alveolar type II cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Alveolar type II cell"" is not defined in the Cell annotation"
153451	37	"path(SDIS:""food intake"") increases r(MGI:Mrsb1)"	MissingNamespaceNameWarning	"""Mrsb1"" is not in the MGI namespace"
156100	4	"SET Anatomy = {""vascular smooth muscle"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""vascular smooth muscle"" is not defined in the Anatomy annotation"
156184	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
156908	30	a(CHEBI:simvastatin) increases r(EGID:15127)	InvalidFunctionSemantic	RNA EGID:15127 should be encoded as one of: Gene
157017	4	"SET Cell = ""fetal lung type II cell"""	IllegalAnnotationValueWarning	"""fetal lung type II cell"" is not defined in the Cell annotation"
157689	48	"tscript(complex(SCOMP:""Nfkb Complex"")) decreases r(EGID:17062)"	InvalidFunctionSemantic	RNA EGID:17062 should be encoded as one of: Gene
157740	48	"tscript(complex(SCOMP:""Nfkb Complex"")) increases r(EGID:83772)"	InvalidFunctionSemantic	RNA EGID:83772 should be encoded as one of: Gene
157808	8	"complex(SCOMP:""dynein complex"") increases (a(SCHEM:Sorbitol) increases kin(p(HGNC:MAP2K6)))"	MissingNamespaceNameWarning	"""dynein complex"" is not in the SCOMP namespace"
157809	8	"complex(SCOMP:""dynein complex"") increases (a(SCHEM:Sorbitol) increases kin(p(HGNC:MAP2K6)))"	MissingNamespaceNameWarning	"""dynein complex"" is not in the SCOMP namespace"
158063	4	"SET CellLine = ""Hepa1 cell"""	IllegalAnnotationValueWarning	"""Hepa1 cell"" is not defined in the CellLine annotation"
158183	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
158470	4	"SET Cell = ""hepatoblastoma cell"""	IllegalAnnotationValueWarning	"""hepatoblastoma cell"" is not defined in the Cell annotation"
158941	21	p(MGI:Cln5) decreases r(EGID:243453)	InvalidFunctionSemantic	RNA EGID:243453 should be encoded as one of: Gene
158942	21	p(MGI:Cln5) decreases r(EGID:15127)	InvalidFunctionSemantic	RNA EGID:15127 should be encoded as one of: Gene
159733	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
159925	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:Pitx2)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
161781	28	a(SCHEM:Stanolone) decreases p(EGID:629957)	InvalidFunctionSemantic	Protein EGID:629957 should be encoded as one of: Gene, RNA, miRNA
161838	28	a(SCHEM:Stanolone) increases r(EGID:16114)	InvalidFunctionSemantic	RNA EGID:16114 should be encoded as one of: Gene
161839	28	a(SCHEM:Stanolone) increases r(EGID:384422)	InvalidFunctionSemantic	RNA EGID:384422 should be encoded as one of: Gene
161840	28	a(SCHEM:Stanolone) increases r(EGID:384422)	InvalidFunctionSemantic	RNA EGID:384422 should be encoded as one of: Gene
161891	28	a(SCHEM:Stanolone) increases p(EGID:633082)	InvalidFunctionSemantic	Protein EGID:633082 should be encoded as one of: Gene, RNA, miRNA
161892	28	a(SCHEM:Stanolone) increases p(EGID:633082)	InvalidFunctionSemantic	Protein EGID:633082 should be encoded as one of: Gene, RNA, miRNA
162670	48	"a(CHEBI:""reactive oxygen species"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
162691	48	"a(CHEBI:""reactive oxygen species"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
162871	37	"p(EGID:16847) negativeCorrelation bp(GOBP:""electron transport"")"	MissingNamespaceNameWarning	"""electron transport"" is not in the GOBP namespace"
163200	4	"SET Cell = ""Cancer cell"""	IllegalAnnotationValueWarning	"""Cancer cell"" is not defined in the Cell annotation"
163396	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
165121	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
165204	46	"path(SDIS:""bacterial infection"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
165439	4	"SET Cell = ""Lung neutrophil"""	IllegalAnnotationValueWarning	"""Lung neutrophil"" is not defined in the Cell annotation"
165769	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
165780	4	"SET Cell = ""endometrial endothelial cell"""	IllegalAnnotationValueWarning	"""endometrial endothelial cell"" is not defined in the Cell annotation"
166380	4	"SET CellStructure = ""lipid raft"""	IllegalAnnotationValueWarning	"""lipid raft"" is not defined in the CellStructure annotation"
166450	2	p(HGNC:GRLF1,pmod(P,Y)) increases tscript(p(HGNC:GTF2I))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
166745	28	a(CHEBI:estradiol) increases r(HGNC:CYP2A)	InvalidFunctionSemantic	RNA HGNC:CYP2A should be encoded as one of: Gene
168951	29	"m(HGNC:""MIR1-1"") decreases r(EGID:647088)"	MissingNamespaceNameWarning	"""647088"" is not in the EGID namespace"
169466	4	"SET CellLine = ""MM.1S cell"""	IllegalAnnotationValueWarning	"""MM.1S cell"" is not defined in the CellLine annotation"
169500	4	"SET CellLine = ""HuH-7 cell"""	IllegalAnnotationValueWarning	"""HuH-7 cell"" is not defined in the CellLine annotation"
170618	40	"bp(GOBP:""response to hypoxia"") increases r(EGID:17276)"	InvalidFunctionSemantic	RNA EGID:17276 should be encoded as one of: Gene
170812	4	"SET CellLine = ""PC-CL3 cell"""	IllegalAnnotationValueWarning	"""PC-CL3 cell"" is not defined in the CellLine annotation"
171153	32	"kin(p(HGNC:ROCK1)) increases bp(GOBP:""invasive growth"")"	MissingNamespaceNameWarning	"""invasive growth"" is not in the GOBP namespace"
172069	4	"SET Disease = ""carcinoma Of pancreas"""	IllegalAnnotationValueWarning	"""carcinoma Of pancreas"" is not defined in the Disease annotation"
173250	4	SET CellStructure = dendrite	IllegalAnnotationValueWarning	"""dendrite"" is not defined in the CellStructure annotation"
173261	4	SET CellStructure = dendrite	IllegalAnnotationValueWarning	"""dendrite"" is not defined in the CellStructure annotation"
173796	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
177747	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
177757	4	"SET Cell = {""lymphocyte"",""b-cell""}"	IllegalAnnotationValueWarning	"""b-cell"" is not defined in the Cell annotation"
178363	10	tscript(p(MGI:Tcfap2a)) increases r(MGI:St3gal5)	MissingNamespaceNameWarning	"""Tcfap2a"" is not in the MGI namespace"
178865	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
179196	39	"tscript(p(HGNC:PPARGC1A)) increases bp(GOBP:""electron transport"")"	MissingNamespaceNameWarning	"""electron transport"" is not in the GOBP namespace"
180439	27	"cat(p(RGD:Adrb3)) decreases path(SDIS:""Lipid droplet"")"	InvalidFunctionSemantic	"Pathology SDIS:""Lipid droplet"" should be encoded as one of: Abundance, Gene, Protein, RNA, Complex, miRNA"
180440	27	"cat(p(RGD:Adrb3)) decreases path(SDIS:""adipocyte lipid droplet"")"	InvalidFunctionSemantic	"Pathology SDIS:""adipocyte lipid droplet"" should be encoded as one of: Abundance, Gene, Protein, RNA, Complex, miRNA"
180490	12	"cat(complex(SCOMP:""B-cell receptor complex"")) increases cat(p(MGI:Vav1))"	MissingNamespaceNameWarning	"""B-cell receptor complex"" is not in the SCOMP namespace"
180600	24	g(EGID:111337) decreases p(EGID:192162)	InvalidFunctionSemantic	Protein EGID:192162 should be encoded as one of: Gene
180732	28	a(CHEBI:estradiol) increases r(EGID:16142)	InvalidFunctionSemantic	RNA EGID:16142 should be encoded as one of: Gene
180733	28	a(CHEBI:estradiol) increases r(EGID:16142)	InvalidFunctionSemantic	RNA EGID:16142 should be encoded as one of: Gene
181090	34	"p(SFAM:""IFNA Family"") increases p(EGID:436493)"	MissingNamespaceNameWarning	"""436493"" is not in the EGID namespace"
181262	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
182093	10	tscript(p(MGI:Tcfe3)) increases r(MGI:Cdh1)	MissingNamespaceNameWarning	"""Tcfe3"" is not in the MGI namespace"
182094	10	tscript(p(MGI:Tcfeb)) increases r(MGI:Cdh1)	MissingNamespaceNameWarning	"""Tcfeb"" is not in the MGI namespace"
182368	4	SET CellStructure = serum	IllegalAnnotationValueWarning	"""serum"" is not defined in the CellStructure annotation"
182387	48	"path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) decreases bp(GOBP:""cell growth""))"	BELSyntaxError	"General Parser Failure on line 182387 at pos 48: path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) decreases bp(GOBP:""cell growth""))"
182388	48	path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) increases bp(MESHPP:Apoptosis))	BELSyntaxError	General Parser Failure on line 182388 at pos 48: path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) increases bp(MESHPP:Apoptosis))
182389	48	path(MESHD:Atherosclerosis) negativeCorrelation (a(CHEBI:glucocorticoid) increases bp(MESHPP:Apoptosis))	BELSyntaxError	General Parser Failure on line 182389 at pos 48: path(MESHD:Atherosclerosis) negativeCorrelation (a(CHEBI:glucocorticoid) increases bp(MESHPP:Apoptosis))
182501	53	"a(SCHEM:""Oxidized Low Density Lipoprotein"") decreases p(EGID:16019)"	InvalidFunctionSemantic	Protein EGID:16019 should be encoded as one of: Gene
182545	53	"a(SCHEM:""Oxidized Low Density Lipoprotein"") decreases p(EGID:16019)"	InvalidFunctionSemantic	Protein EGID:16019 should be encoded as one of: Gene
183130	8	complex(tscript(p(HGNC:SP3)),g(HGNC:SP3))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
183158	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183170	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183183	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183200	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183216	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183229	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183242	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183254	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
184976	4	SET MeSHAnatomy = xanthoma	IllegalAnnotationValueWarning	"""xanthoma"" is not defined in the MeSHAnatomy annotation"
186534	4	"SET CellLine = ""SK-N-BE(2)-C cell line"""	IllegalAnnotationValueWarning	"""SK-N-BE(2)-C cell line"" is not defined in the CellLine annotation"
186719	49	complex(p(HGNC:PDGFB),p(HGNC:PDGFB)) increases p(HGNC:TUBB4,pmod(P,Y))	MissingNamespaceNameWarning	"""TUBB4"" is not in the HGNC namespace"
186721	37	kin(p(HGNC:SRC)) directlyIncreases p(HGNC:TUBB4,pmod(P,Y))	MissingNamespaceNameWarning	"""TUBB4"" is not in the HGNC namespace"
187243	28	a(CHEBI:erlotinib) decreases p(EGID:387254)	InvalidFunctionSemantic	Protein EGID:387254 should be encoded as one of: Gene, RNA, miRNA
187339	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
187396	32	a(CHEBI:phenylalanine) increases r(EGID:238447)	InvalidFunctionSemantic	RNA EGID:238447 should be encoded as one of: Gene
187587	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
187731	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
188118	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
188130	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
188653	6	cat(p(HGNC:GRLF1)) directlyDecreases gtp(p(HGNC:RHOA))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
188807	33	path(MESHD:Ischemia) increases r(EGID:647088)	MissingNamespaceNameWarning	"""647088"" is not in the EGID namespace"
188933	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
188972	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
189002	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
189066	16	complex(complex(p(HGNC:CDKN1A),p(HGNC:STAT3)),g(HGNC:MYC))	NakedNameWarning	"""p"" should be qualified with a valid namespace"
189071	30	kin(p(HGNC:SRC)) increases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
189099	12	"cat(complex(SCOMP:""histone deacetylase complex"")) decreases tscript(p(MGI:Ctnnb1))"	MissingNamespaceNameWarning	"""histone deacetylase complex"" is not in the SCOMP namespace"
189107	36	"p(MGI:Ifrd1) increases (cat(complex(SCOMP:""histone deacetylase complex"")) decreases tscript(p(MGI:Ctnnb1)))"	MissingNamespaceNameWarning	"""histone deacetylase complex"" is not in the SCOMP namespace"
190703	34	tscript(p(MGI:Trp53)) increases r(MGI:Rad51B)	MissingNamespaceNameWarning	"""Rad51B"" is not in the MGI namespace"
191160	16	complex(complex(p(MGI:Hic1),p(MGI:Sirt1)),g(MGI:Sirt1))	NakedNameWarning	"""p"" should be qualified with a valid namespace"
191637	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191657	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191664	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191671	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191858	4	"SET Cell = {""bronchial epithelial cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Epithelial Cells"" is not defined in the Cell annotation"
192431	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
192439	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
192880	25	composite(p(HGNC:IFNG),p(HGNCTNF)) increases p(HGNC:TLR1)	NakedNameWarning	"""HGNCTNF"" should be qualified with a valid namespace"
192884	25	composite(p(HGNC:IFNG),p(HGNCTNF)) decreases p(HGNC:TLR5)	NakedNameWarning	"""HGNCTNF"" should be qualified with a valid namespace"
192906	25	composite(p(HGNC:IFNG),p(HGNCTNF)) increases p(HGNC:TLR2)	NakedNameWarning	"""HGNCTNF"" should be qualified with a valid namespace"
193078	31	"p(SFAM:""IFNA Family"") increases p(EGID:29774)"	InvalidFunctionSemantic	Protein EGID:29774 should be encoded as one of: Gene, RNA, miRNA
193934	4	"SET CellStructure = ""t-cell"""	IllegalAnnotationValueWarning	"""t-cell"" is not defined in the CellStructure annotation"
193964	4	"SET CellLine = ""A459 cell line"""	IllegalAnnotationValueWarning	"""A459 cell line"" is not defined in the CellLine annotation"
194013	4	"SET CellLine = ""A459 cell line"""	IllegalAnnotationValueWarning	"""A459 cell line"" is not defined in the CellLine annotation"
195007	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
197262	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
197313	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
197334	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
197553	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
198108	4	"SET CellLine = ""C10 cell"""	IllegalAnnotationValueWarning	"""C10 cell"" is not defined in the CellLine annotation"
198167	45	"path(SDIS:""lung adenocarcinoma"") decreases r(MGI:Hnrnpdl1)"	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
198168	45	"path(SDIS:""lung adenocarcinoma"") decreases r(MGI:Hnrnpdl1)"	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
198639	4	"SET CellLine = ""ANBL-6 cell"""	IllegalAnnotationValueWarning	"""ANBL-6 cell"" is not defined in the CellLine annotation"
198698	23	p(HGNC:NANOG) increases p(EGID:339044)	InvalidFunctionSemantic	Protein EGID:339044 should be encoded as one of: Gene, RNA, miRNA
199833	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
200735	41	"kin(p(HGNC:MAPK1)) decreases cat(complex(SCOMP:""proton-transporting ATP synthase complex""))"	MissingNamespaceNameWarning	"""proton-transporting ATP synthase complex"" is not in the SCOMP namespace"
200736	41	"kin(p(HGNC:MAPK3)) decreases cat(complex(SCOMP:""proton-transporting ATP synthase complex""))"	MissingNamespaceNameWarning	"""proton-transporting ATP synthase complex"" is not in the SCOMP namespace"
201107	4	"SET Cell = ""embryonic kidney cell"""	IllegalAnnotationValueWarning	"""embryonic kidney cell"" is not defined in the Cell annotation"
201147	51	composite(p(MGI:Hoxa11),p(MGI:Hoxd11)) increases r(MGI:Hnrnpdl1)	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
201148	51	composite(p(MGI:Hoxa11),p(MGI:Hoxd11)) increases r(MGI:Hnrnpdl1)	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
201599	29	a(SCHEM:Dronabinol) increases p(EGID:400579)	InvalidFunctionSemantic	Protein EGID:400579 should be encoded as one of: Gene, RNA, miRNA
201600	29	a(SCHEM:Dronabinol) increases p(EGID:100506710)	InvalidFunctionSemantic	Protein EGID:100506710 should be encoded as one of: Gene, RNA, miRNA
202054	30	p(HGNC:TNFRSF1A) increases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
202189	30	path(MESHD:Ischemia) increases r(EGID:16081)	InvalidFunctionSemantic	RNA EGID:16081 should be encoded as one of: Gene
203596	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
203844	31	path(MESHD:Hyperoxia) decreases p(EGID:353511)	InvalidFunctionSemantic	Protein EGID:353511 should be encoded as one of: Gene, RNA, miRNA
204152	25	"p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"	BELSyntaxError	"General Parser Failure on line 204152 at pos 25: p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"
204153	25	"p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"	BELSyntaxError	"General Parser Failure on line 204153 at pos 25: p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"
204355	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
204656	4	"SET CellLine = ""INA-6 cell"""	IllegalAnnotationValueWarning	"""INA-6 cell"" is not defined in the CellLine annotation"
205067	36	complex(GOCCID:0043510) increases r(MGI:Kal1)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
205362	36	"a(SCHEM:""Retinol acetate"") increases p(EGID:380687)"	InvalidFunctionSemantic	Protein EGID:380687 should be encoded as one of: Gene, RNA, miRNA
205837	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
205965	35	"tscript(p(HGNC:TP53)) increases bp(GOBP:""mitotic catastrophe"")"	MissingNamespaceNameWarning	"""mitotic catastrophe"" is not in the GOBP namespace"
206941	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
207246	42	"path(SDIS:""bacterial infection"") increases p(EGID:629957)"	InvalidFunctionSemantic	Protein EGID:629957 should be encoded as one of: Gene, RNA, miRNA
207247	42	"path(SDIS:""bacterial infection"") increases p(EGID:629957)"	InvalidFunctionSemantic	Protein EGID:629957 should be encoded as one of: Gene, RNA, miRNA
207459	4	"SET Anatomy = {""Respiratory Mucosa"",""Lung""}"	IllegalAnnotationValueWarning	"""Respiratory Mucosa"" is not defined in the Anatomy annotation"
207534	4	"SET Anatomy = {""Respiratory Mucosa"",""Lung""}"	IllegalAnnotationValueWarning	"""Respiratory Mucosa"" is not defined in the Anatomy annotation"
207566	4	"SET Anatomy = {""Respiratory Mucosa"",""Lung""}"	IllegalAnnotationValueWarning	"""Respiratory Mucosa"" is not defined in the Anatomy annotation"
208126	34	"path(SDIS:""food intake"") increases r(EGID:16019)"	InvalidFunctionSemantic	RNA EGID:16019 should be encoded as one of: Gene
208298	38	tscript(p(MGI:Spic)) directlyIncreases r(EGID:16059)	InvalidFunctionSemantic	RNA EGID:16059 should be encoded as one of: Gene
208466	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
208719	4	"SET CellLine = ""HuH-7 cell"""	IllegalAnnotationValueWarning	"""HuH-7 cell"" is not defined in the CellLine annotation"
